customer_id,customer_name,email,registration_date,customer_type
CUST0381,Anna Boone,david70@example.org,2025-12-25,PREMIUM
CUST0382,Nathaniel Crawford,lvega@example.com,2024-06-15,PREMIUM
CUST0383,Denise Griffin,austinharvey@example.org,2026-04-18,REGULAR
CUST0384,Jason Pierce,millerpatrick@example.com,2024-05-22,PREMIUM
CUST0385,Rebecca Wright,mayokimberly@example.com,2025-08-01,REGULAR
CUST0386,Kari Durham,paul20@example.com,2026-01-30,REGULAR
CUST0387,Steven Osborne,stokesthomas@example.com,2026-01-10,VIP
CUST0388,Dr. Ariel Sandoval MD,gallagherstacie@example.net,2025-03-12,REGULAR
CUST0389,Ryan Bruce,joelstewart@example.net,2026-07-05,PREMIUM
CUST0390,Kevin Warner,stacey92@example.net,2024-05-05,REGULAR
CUST0391,Rita Waller,gregory01@example.org,2024-07-13,PREMIUM
CUST0392,Alicia Woods,samantha32@example.com,2024-04-18,VIP
CUST0393,Sarah Morris,hernandezjanet@example.org,2024-01-06,VIP
CUST0394,Shannon Yu,janet69@example.org,2024-12-21,PREMIUM
CUST0395,Chad Moore,fconner@example.net,2024-11-21,VIP
CUST0396,Wayne Steele,jeffrey92@example.com,2024-11-05,PREMIUM
CUST0397,Elizabeth Thompson,rushstacy@example.com,2025-12-15,REGULAR
CUST0398,Lance Mccall,daniellegarcia@example.com,2024-02-21,VIP
CUST0399,Blake Reed,gary15@example.com,2023-08-04,REGULAR
CUST0400,David Jones,kristin00@example.com,2025-05-28,PREMIUM
CUST0401,Tracy Wilkerson,wmacias@example.net,2025-02-20,REGULAR
CUST0402,John Shields,franciscojones@example.org,2024-10-18,VIP
CUST0403,Dean Garcia,george62@example.net,2023-11-11,REGULAR
CUST0404,Stephanie Davis,bbush@example.net,2024-03-30,VIP
CUST0405,Jessica Brown,jamie36@example.net,2025-11-24,PREMIUM
CUST0406,Monica Baker,kenneth10@example.com,2025-12-22,PREMIUM
CUST0407,Katherine Brown,pattersonkelly@example.net,2026-03-15,VIP
CUST0408,Christina Johnson,daniellerowland@example.com,2024-01-13,REGULAR
CUST0409,James Burns,christopher86@example.org,2025-02-13,PREMIUM
CUST0410,Jaclyn Griffin,scott43@example.com,2025-12-10,VIP
CUST0411,Paul Contreras,barnettlindsey@example.com,2026-01-19,REGULAR
CUST0412,Antonio Hughes,rsheppard@example.com,2025-12-23,VIP
CUST0413,Karen Miller,shawrachel@example.net,2026-06-04,REGULAR
CUST0414,Mrs. Tiffany Cole,teresastokes@example.org,2023-09-22,REGULAR
CUST0415,William Graham,maryscott@example.net,2023-10-30,REGULAR
CUST0416,Justin Arnold,april09@example.net,2025-10-06,VIP
CUST0417,Ashley Hernandez,buckleyanna@example.org,2024-10-04,VIP
CUST0418,Sheryl Humphrey,patrick79@example.net,2025-07-21,PREMIUM
CUST0419,Donald Thomas,vwilliams@example.net,2024-07-21,VIP
CUST0420,John Adams,andrew44@example.com,2025-08-19,PREMIUM
CUST0421,Melinda Compton,dennismccann@example.com,2024-11-27,VIP
CUST0422,Jason Brewer,scottmcintyre@example.com,2025-08-08,PREMIUM
CUST0423,Sharon Nicholson,cameronmckinney@example.com,2024-02-13,REGULAR
CUST0424,Kelly Carroll,jameswhitaker@example.org,2024-08-08,VIP
CUST0425,Anthony Ward,joshuacolon@example.net,2025-03-25,PREMIUM
CUST0426,Becky Johnson,tracy72@example.com,2026-01-14,REGULAR
CUST0427,Hailey Monroe,kaitlyn14@example.org,2025-03-09,VIP
CUST0428,Scott Chan,mercedesholland@example.net,2024-06-03,REGULAR
CUST0429,Jason Smith,wellsdavid@example.org,2026-02-05,VIP
CUST0430,Courtney Franklin,jennifer46@example.com,2025-01-09,VIP
CUST0431,Daniel Turner,asilva@example.net,2026-05-11,REGULAR
CUST0432,Sara Hoffman,kenneth17@example.org,2024-12-21,VIP
CUST0433,Margaret Hensley MD,jacob83@example.org,2026-02-04,PREMIUM
CUST0434,Francisco Taylor,rioswhitney@example.com,2025-04-28,VIP
CUST0435,Norman Aguilar,matthewreeves@example.net,2025-10-25,PREMIUM
CUST0436,Karen Shepard,william28@example.org,2024-10-16,PREMIUM
CUST0437,Carl Green,staceylam@example.net,2023-12-03,PREMIUM
CUST0438,Daniel Savage,vfrench@example.com,2024-08-25,REGULAR
CUST0439,Julie Wilson,delacruzbrandy@example.net,2023-11-05,PREMIUM
CUST0440,Cory Wilson,amoreno@example.org,2024-03-08,PREMIUM
CUST0441,Curtis Ortiz,tthomas@example.org,2023-11-20,PREMIUM
CUST0442,Mr. Christopher Walters,hayesjason@example.org,2025-12-29,VIP
CUST0443,Katherine Gallagher,andersonryan@example.com,2025-04-04,REGULAR
CUST0444,John Smith,jessicadodson@example.com,2025-10-19,PREMIUM
CUST0445,Michael Sims,jeremywiley@example.com,2024-02-03,PREMIUM
CUST0446,Jonathan Torres,colonkenneth@example.com,2025-06-25,REGULAR
CUST0447,Linda Morgan,matthewvalenzuela@example.com,2024-05-05,VIP
CUST0448,Terry Burnett,perezjessica@example.org,2024-06-10,REGULAR
CUST0449,Leah Jackson,jennifer06@example.net,2024-08-18,PREMIUM
CUST0450,Lisa Wheeler,stanleydesiree@example.org,2023-09-30,PREMIUM
CUST0451,Jennifer James,thomas23@example.net,2026-06-17,REGULAR
CUST0452,Elizabeth Stanley,cindy26@example.org,2025-09-19,VIP
CUST0453,Autumn Wilson,jimenezchelsea@example.com,2025-10-07,PREMIUM
CUST0454,Heather Ortiz,benjamincrawford@example.org,2026-06-21,VIP
CUST0455,Erin Smith,meadowsmary@example.net,2025-08-23,REGULAR
CUST0456,Brandon Hunt,conwaydawn@example.com,2024-10-19,VIP
CUST0457,Anthony Li,phelpsmichael@example.net,2024-11-14,VIP
CUST0458,Brian York,smithdevon@example.net,2024-04-07,VIP
CUST0459,Steven Friedman,natalie15@,2024-04-27,REGULAR
CUST0460,James Bryant,evaughn@example.com,2026-04-20,REGULAR
CUST0461,Carol Anderson,jarvismegan@example.org,2025-04-24,REGULAR
CUST0462,Karen Carroll,ywhite@example.com,2026-02-21,REGULAR
CUST0463,Michael Roberson,timothyfreeman@example.com,2025-06-01,VIP
CUST0464,Dennis Edwards,tiffanysantiago@example.com,2025-10-01,VIP
CUST0465,Mercedes Davis,timothyalvarado@example.net,2025-03-06,PREMIUM
CUST0466,Ronald Mcclain,smithsarah@example.net,2025-07-16,REGULAR
CUST0467,Sheila Jones,vflores@example.com,2023-10-04,REGULAR
CUST0468,Krista Gray,christianwallace@example.net,2025-06-13,VIP
CUST0469,Jonathan Stewart,bmcgee@example.org,2025-04-04,REGULAR
CUST0470,Justin Smith,connersylvia@example.net,2024-11-02,PREMIUM
CUST0471,Kristina Pena,xclements@example.org,2024-06-28,PREMIUM
CUST0472,Evelyn Saunders,xmoran@example.net,2025-06-19,VIP
CUST0473,Peter Walker,michael48@example.net,2025-02-17,REGULAR
CUST0474,Amber Martin,lydianewton@example.com,2023-12-31,PREMIUM
CUST0475,Craig Martinez,ylewis@example.org,2024-12-23,VIP
CUST0476,Jason House,bartonshannon@example.net,2026-01-18,PREMIUM
CUST0477,Brandy Porter,tranryan@example.net,2025-08-06,PREMIUM
CUST0478,Priscilla Kent,jessicaanderson@example.com,2026-05-04,PREMIUM
CUST0479,Sonya Gordon,mbarnes@example.net,2024-08-06,VIP
CUST0480,Victor Waller,iballard@example.com,2026-02-07,PREMIUM
CUST0481,Nicole Evans,jennifer83@example.org,2024-06-07,VIP
CUST0482,Donna Reed,tinasantos@example.org,2025-09-07,PREMIUM
CUST0483,Mallory Page,anna99@example.net,2025-04-26,PREMIUM
CUST0484,Stephanie Ferguson,hstokes@example.org,2023-08-26,VIP
CUST0485,Anthony Brown,karen24@example.net,2024-08-10,PREMIUM
CUST0486,Antonio Mueller,karenjohnson@example.com,2023-12-24,VIP
CUST0487,Megan Hoffman,juliahoffman@example.org,2025-09-18,VIP
CUST0488,Rebecca Roberts,housepaul@example.net,2024-11-14,PREMIUM
CUST0489,Amy Manning,christinenorman@example.com,2024-07-02,REGULAR
CUST0490,Michele Holland,kimberlybrandt@example.com,2025-06-14,VIP
CUST0491,Michael Lopez,jillwilson@example.org,2025-05-13,REGULAR
CUST0492,Dennis Martin,adam72@example.org,2024-03-12,PREMIUM
CUST0493,Linda Ayala,tracy98@example.com,2023-11-08,PREMIUM
CUST0494,Emily Robinson,abigailhartmanexample.org,2025-04-24,PREMIUM
CUST0495,Jennifer Bailey,elizabethrivera@example.com,2024-06-21,REGULAR
CUST0496,Lisa Wells,wilsonmichael@example.org,2026-04-10,PREMIUM
CUST0497,Lisa Haley,patrick16@example.com,2025-11-03,VIP
CUST0498,Allison Black,willie87@example.com,2023-09-24,REGULAR
CUST0499,Matthew Flores,vaughangary@example.net,2025-10-23,VIP
CUST0500,Austin Santiago,michellecoleman@example.org,2024-06-01,PREMIUM
CUST0501,Michele Cherry,elucas@example.net,2026-06-17,VIP
CUST0502,Joe Rivera,jonesgregory@example.com,2025-11-30,PREMIUM
CUST0503,Roberto Bartlett,ohughes@example.com,2025-05-20,REGULAR
CUST0504,James Wilson,maychristine@example.net,2026-01-12,REGULAR
CUST0505,Ryan Howard,robertsgina@example.net,2023-11-29,PREMIUM
CUST0506,Timothy James,wellsamanda@example.org,2025-03-16,VIP
CUST0507,Sarah Phillips,kennetheaton@example.net,2026-04-19,REGULAR
CUST0508,Travis Spencer,davidsmith@example.net,2025-03-21,VIP
CUST0509,Theresa Torres,jason82@example.org,2024-04-28,PREMIUM
CUST0510,Ruben Lee,emilybradley@example.org,2025-11-16,PREMIUM
CUST0511,Joshua Roberts,kingjames@example.net,2025-08-12,REGULAR
CUST0512,Heather Lambert,craigharvey@example.org,2024-11-22,REGULAR
CUST0513,Mr. Matthew Steele,arianadiaz@example.com,2025-05-13,PREMIUM
CUST0514,Erik Floyd,xhill@example.org,2026-06-07,REGULAR
CUST0515,Sherry Ford,kim78@example.org,2024-04-16,VIP
CUST0516,Angela Ramirez,patriciagonzalez@example.net,2026-03-17,REGULAR
CUST0517,Bernard Smith,hessbeth@example.net,2024-06-12,REGULAR
CUST0518,Kristen Stephens,jvaldez@example.com,2025-03-18,PREMIUM
CUST0519,Raymond Quinn,dennis88@example.org,2025-03-25,REGULAR
CUST0520,Adam Allen,katherinetaylor@example.org,2024-04-21,VIP
CUST0521,Krystal Brennan,jillwebb@example.com,2023-09-18,PREMIUM
CUST0522,John Brown,jim38@example.com,2025-03-11,PREMIUM
CUST0523,Jesse Williams,dakota84@example.net,2024-08-30,REGULAR
CUST0524,Laura Bennett,pdiaz@example.org,2025-09-27,PREMIUM
CUST0525,William Walker,wgomez@example.com,2025-08-04,VIP
CUST0526,Adriana Macias,emartin@example.net,2026-04-12,REGULAR
CUST0527,Chris Moore,guerrerorobert@example.com,2024-01-10,PREMIUM
CUST0528,Mr. Daniel Martin,cjohnson@example.org,2025-12-24,PREMIUM
CUST0529,Brandy Hunt,brianscott@example.org,2025-09-27,PREMIUM
CUST0530,Linda Elliott,johnsjessica@example.com,2023-11-28,PREMIUM
CUST0531,Lawrence Ruiz,ajackson@example.net,2024-02-24,REGULAR
CUST0532,Samantha White,gary57@example.net,2026-01-20,PREMIUM
CUST0533,James Anderson,harrismichele@example.net,2026-06-15,PREMIUM
CUST0534,Chase Davis,mvalenzuela@example.org,2025-10-20,VIP
CUST0535,Autumn Olson,rachelryan@example.org,2026-06-06,VIP
CUST0536,Kelly Wood,wolferoy@example.com,2025-03-01,VIP
CUST0537,Robert Velez,colemanjonathan@example.org,2023-11-25,REGULAR
CUST0538,Shawn Ortiz,adammanning@example.org,2025-12-31,VIP
CUST0539,Kelly Brooks,gwendolynstewart@example.com,2023-12-30,REGULAR
CUST0540,Matthew King,ncunningham@example.com,2026-06-09,VIP
CUST0541,Dalton Arnold,jwhite@example.net,2025-08-07,PREMIUM
CUST0542,Eric Cooper,qfitzgerald@example.org,2024-07-08,REGULAR
CUST0543,Michael Martin,williamhartman@example.net,2026-02-25,PREMIUM
CUST0544,Michelle Martin,brockmadeline@example.com,2026-02-04,REGULAR
CUST0545,Austin Walker,lynchjenny@example.com,2026-02-25,VIP
CUST0546,Donna Stuart,bautistalori@example.net,2025-08-23,VIP
CUST0547,Dakota Sandoval,james98@example.net,2026-07-07,REGULAR
CUST0548,Christopher Johnson,dianacantrell@example.org,2024-09-18,VIP
CUST0549,Heather Foster,aprilmclaughlin@example.org,2023-12-05,PREMIUM
CUST0550,Molly Hansen,michael43@example.net,2024-05-15,REGULAR
CUST0551,Jared Smith,richardrodriguez@example.org,2025-09-06,VIP
CUST0552,Travis Pratt,nancy94@example.net,2025-06-04,PREMIUM
CUST0553,Kristine Carrillo,susan77@example.net,2023-08-29,PREMIUM
CUST0554,Mr. James Kramer,ericahall@example.com,2025-04-18,REGULAR
CUST0555,Kelli Smith,john16@example.net,2024-12-30,PREMIUM
CUST0556,Timothy Woods,jeffery94@example.org,2026-06-13,PREMIUM
CUST0557,Cheryl Mclaughlin,jillsalas@example.org,2024-07-08,PREMIUM
CUST0558,David Montgomery,kimberlywilson@example.org,2026-06-01,PREMIUM
CUST0559,Katherine Smith,charlesnathan@example.com,2025-08-20,PREMIUM
CUST0560,Sierra Andrews,travis84@example.com,2024-06-27,PREMIUM
CUST0561,Bethany Fox,imendoza@example.org,2025-09-05,PREMIUM
CUST0562,Scott Parsons,sbray@example.net,2025-07-01,REGULAR
CUST0563,Adam Craig,ucarpenter@example.com,2026-02-23,REGULAR
CUST0564,Chelsea Baker,thomas95@example.com,2024-04-28,VIP
CUST0565,Mr. Michael Watson PhD,shannon92@example.net,2026-06-17,PREMIUM
CUST0566,Brett Nelson,angelachase@example.org,2024-02-29,VIP
CUST0567,Nancy Kennedy,thompsonvictor@example.net,2025-09-28,PREMIUM
CUST0568,Emily Tucker,anna90example.com,2023-12-18,PREMIUM
CUST0569,Amy Cervantes,gcombs@example.com,2024-12-18,VIP
CUST0570,Isaac Grant,maurice61@example.com,2026-06-07,VIP
CUST0571,Christina Johnston,tiffanymitchell@example.com,2026-05-28,VIP
CUST0572,Patricia Griffin,jamesjustin@example.net,2024-02-28,REGULAR
CUST0573,Margaret Mcfarland,kwelch@example.com,2023-11-05,PREMIUM
CUST0574,Greg Edwards,jennifer96@example.com,2025-06-08,VIP
CUST0575,Teresa Adkins,lgutierrez@example.org,2024-01-28,VIP
CUST0576,Mary Shepard,clarkrandy@example.org,2023-10-25,REGULAR
CUST0577,Kara Brown,fwarren@example.org,2024-08-28,PREMIUM
CUST0578,Angela Huynh,pparker@example.net,2024-10-01,PREMIUM
CUST0579,Cameron Rose,anthonyalvarado@example.com,2025-07-26,REGULAR
CUST0580,Seth Donovan,staylor@example.net,2024-04-18,REGULAR
CUST0581,Joyce Curry,omills@example.net,2024-11-10,PREMIUM
CUST0582,Karen Perez,ramosmichael@example.com,2024-03-15,REGULAR
CUST0583,Aaron Ochoa,mauriceharrison@example.org,2026-06-20,REGULAR
CUST0584,Theresa Woods,cannonlauren@example.net,2024-07-11,PREMIUM
CUST0585,Kimberly Lopez,kfoster@example.net,2026-04-16,VIP
CUST0586,James Baker,hgarrett@example.net,2026-06-29,VIP
CUST0587,Dominique Paul,robert12@example.org,2024-10-09,VIP
CUST0588,Jesse Chavez,blopez@example.org,2023-10-03,PREMIUM
CUST0589,Alison Compton,joseph70@example.org,2023-12-05,PREMIUM
CUST0590,Johnny Peterson,kristi75@example.com,2026-07-04,PREMIUM
CUST0591,Erin Bridges,brianrowe@example.org,2025-11-07,PREMIUM
CUST0592,Corey Skinner,hclayton@example.net,2024-08-07,PREMIUM
CUST0593,William Wright,gonzalezjill@example.org,2025-10-04,PREMIUM
CUST0594,Christine Price,sharon20@example.net,2025-11-17,VIP
CUST0595,Dawn Little,michaelwilliams@example.net,2024-06-20,VIP
CUST0596,Cynthia Hamilton,jacksonjoshua@example.org,2025-03-23,PREMIUM
CUST0597,Alexa Williams,jbarker@example.com,2023-12-04,REGULAR
CUST0598,Jonathan Parks,sarah00@example.com,2026-04-14,PREMIUM
CUST0599,Joshua Rodriguez,jhall@example.net,2025-01-07,REGULAR
CUST0600,Jessica Lee,ihoward@example.com,2023-09-17,VIP
